Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK0843,TS559_Genomic_Sequence.seq,736235,736699,+,465,0,0,0,0,0,0,0,0,0,0,0
TK0844,TS559_Genomic_Sequence.seq,736838,738703,-,1866,3,3,12,56,42,8,6,7,6,1,0
TK0845,TS559_Genomic_Sequence.seq,738703,739539,-,837,2,0,3,14,6,2,1,1,4,0,1
TK0846,TS559_Genomic_Sequence.seq,739726,740310,+,585,0,0,0,0,0,0,0,0,0,0,0
TK0847,TS559_Genomic_Sequence.seq,740345,740557,+,213,1,0,0,1,1,1,0,0,1,0,0
TK0848,TS559_Genomic_Sequence.seq,740541,740861,+,321,0,0,0,0,1,0,0,0,0,0,0
TK0849,TS559_Genomic_Sequence.seq,740945,741100,+,156,0,0,0,0,1,1,0,0,0,0,0
TK0850,TS559_Genomic_Sequence.seq,741097,742392,+,1296,1,4,0,10,0,2,6,6,23,0,0
TK0851,TS559_Genomic_Sequence.seq,742449,742625,+,177,0,0,0,0,1,0,0,0,1,0,0
TK0852,TS559_Genomic_Sequence.seq,743600,744388,+,789,1,0,1,3,5,1,1,0,5,0,0
TK0853,TS559_Genomic_Sequence.seq,742603,743610,-,1008,1,0,10,6,9,1,1,0,5,0,0
TK0854,TS559_Genomic_Sequence.seq,744391,745842,+,1452,0,0,2,9,6,1,1,0,3,0,0
TK0855,TS559_Genomic_Sequence.seq,745839,746777,-,939,0,0,0,2,2,0,0,0,1,0,0
TK0856,TS559_Genomic_Sequence.seq,746782,747357,-,576,0,0,0,2,0,1,0,0,2,0,0
TK0857,TS559_Genomic_Sequence.seq,747354,748049,-,696,0,0,2,0,2,0,0,0,7,0,0
TK0858,TS559_Genomic_Sequence.seq,748046,748459,-,414,0,0,2,4,0,0,0,0,1,0,0
TK0859,TS559_Genomic_Sequence.seq,748456,748893,-,438,0,0,1,3,0,0,0,0,0,0,0
TK0860,TS559_Genomic_Sequence.seq,748894,749127,-,234,0,0,1,2,3,0,0,0,1,0,0
TK0861,TS559_Genomic_Sequence.seq,749224,749805,-,582,0,0,1,1,3,0,0,0,1,0,0
TK0862,TS559_Genomic_Sequence.seq,749802,750050,-,249,0,0,0,1,1,0,0,0,0,0,0
TK0863,TS559_Genomic_Sequence.seq,750146,751030,+,885,0,0,2,0,1,0,0,1,4,1,0
TK0864,TS559_Genomic_Sequence.seq,751015,751983,+,969,1,0,0,3,2,0,0,0,0,0,0
TK0865,TS559_Genomic_Sequence.seq,752071,753126,+,1056,1,0,11,12,10,2,6,2,7,1,0
TK0866,TS559_Genomic_Sequence.seq,753182,754417,-,1236,4,1,6,24,20,4,8,1,9,1,1
TK0867,TS559_Genomic_Sequence.seq,754512,755447,+,936,0,0,1,1,1,0,0,0,1,0,0
TK0868,TS559_Genomic_Sequence.seq,755493,755984,+,492,0,0,4,0,4,1,0,0,5,0,1
TK0869,TS559_Genomic_Sequence.seq,755974,756666,-,693,0,0,7,1,12,1,0,0,2,0,0
TK0870,TS559_Genomic_Sequence.seq,756728,757465,-,738,0,0,0,1,1,0,0,1,0,0,0
TK0871,TS559_Genomic_Sequence.seq,757714,758661,+,948,2,0,4,4,9,1,0,0,6,0,0
TK0872,TS559_Genomic_Sequence.seq,758778,759707,+,930,1,1,2,0,3,0,1,0,2,0,0
TK0873,TS559_Genomic_Sequence.seq,759704,760687,-,984,1,2,1,2,5,0,1,1,6,0,0
TK0874,TS559_Genomic_Sequence.seq,760687,761262,-,576,0,0,0,0,2,0,0,1,0,0,0
TK0875,TS559_Genomic_Sequence.seq,761343,762434,+,1092,1,0,2,3,2,1,1,0,0,0,0
TK0876,TS559_Genomic_Sequence.seq,762412,763074,+,663,0,1,0,0,1,0,0,0,3,0,0
TK0877,TS559_Genomic_Sequence.seq,763200,764582,+,1383,1,0,2,3,5,0,0,0,4,0,0
TK0878,TS559_Genomic_Sequence.seq,764653,765063,+,411,0,1,2,4,4,2,0,0,3,0,0
TK0879,TS559_Genomic_Sequence.seq,765154,765699,+,546,0,0,0,0,0,0,0,1,0,0,0
TK0880,TS559_Genomic_Sequence.seq,765710,766990,+,1281,0,0,0,0,3,0,0,0,0,0,0
TK0881,TS559_Genomic_Sequence.seq,767001,767450,+,450,1,0,1,0,3,0,0,0,0,0,0
TK0882,TS559_Genomic_Sequence.seq,767493,768359,+,867,0,0,0,1,2,0,0,0,0,0,0
TK0883,TS559_Genomic_Sequence.seq,768484,768978,+,495,0,0,0,2,4,0,0,0,0,0,0
TK0884,TS559_Genomic_Sequence.seq,768966,770285,+,1320,0,2,1,12,16,2,2,0,2,0,1
TK0885,TS559_Genomic_Sequence.seq,770299,770769,-,471,0,0,0,7,5,2,0,0,0,0,0
TK0886,TS559_Genomic_Sequence.seq,770836,772557,+,1722,0,0,2,1,0,0,0,0,3,0,0
TK0887,TS559_Genomic_Sequence.seq,772568,773833,+,1266,1,0,1,1,1,0,1,0,0,0,0
TK0888,TS559_Genomic_Sequence.seq,773863,774105,+,243,0,0,0,0,1,0,0,0,1,0,0
TK0889,TS559_Genomic_Sequence.seq,774102,774527,+,426,0,0,0,2,0,0,0,0,2,0,0
TK0890,TS559_Genomic_Sequence.seq,774509,775438,+,930,1,0,1,0,0,0,0,0,0,0,0
TK0891,TS559_Genomic_Sequence.seq,775496,776659,+,1164,1,0,0,2,2,0,1,0,2,0,1
TK0892,TS559_Genomic_Sequence.seq,776634,777362,+,729,0,0,0,0,3,0,0,1,0,0,0
TK0893,TS559_Genomic_Sequence.seq,777378,778427,+,1050,0,0,2,1,1,2,1,0,4,0,0
TK0894,TS559_Genomic_Sequence.seq,778430,779263,+,834,0,1,2,4,7,0,0,0,4,0,0
TK0895,TS559_Genomic_Sequence.seq,779454,781292,+,1839,55,27,227,221,422,108,61,41,230,9,29
TK0896,TS559_Genomic_Sequence.seq,781345,782124,+,780,0,1,2,1,8,0,1,0,2,0,0
TK0897,TS559_Genomic_Sequence.seq,782114,783859,-,1746,0,0,1,0,2,0,2,0,0,0,0
TK0898,TS559_Genomic_Sequence.seq,783920,784426,+,507,1,0,1,1,2,1,1,1,0,0,0
TK0899,TS559_Genomic_Sequence.seq,784398,785237,-,840,1,1,2,12,12,1,1,1,6,0,0
TK0900,TS559_Genomic_Sequence.seq,785234,785854,-,621,1,2,2,20,22,0,5,1,4,0,0
TK0901,TS559_Genomic_Sequence.seq,785943,786290,-,348,1,1,4,15,4,0,1,0,5,0,0
TK0902,TS559_Genomic_Sequence.seq,786293,786589,-,297,3,1,6,21,16,1,5,3,11,0,0
TK0903,TS559_Genomic_Sequence.seq,786759,787940,-,1182,0,0,1,3,1,1,0,0,1,0,0
TK0904,TS559_Genomic_Sequence.seq,787985,788278,+,294,1,0,0,2,2,0,0,0,0,0,0
TK0905,TS559_Genomic_Sequence.seq,788327,788875,-,549,0,0,0,0,0,0,0,0,0,0,0
TK0906,TS559_Genomic_Sequence.seq,788862,789455,-,594,0,0,2,2,1,2,0,0,1,0,0
TK0907,TS559_Genomic_Sequence.seq,789448,790068,-,621,0,0,1,3,6,0,0,0,3,0,1
TK0908,TS559_Genomic_Sequence.seq,790157,791479,+,1323,1,0,4,4,6,3,4,0,4,0,0
TK0909,TS559_Genomic_Sequence.seq,791479,791685,+,207,1,0,0,3,0,1,0,0,4,0,0
TK0910,TS559_Genomic_Sequence.seq,791675,792124,+,450,0,0,0,3,0,1,0,0,3,0,0
TK0911,TS559_Genomic_Sequence.seq,792121,794010,+,1890,3,0,4,3,4,4,1,0,7,0,0
TK0912,TS559_Genomic_Sequence.seq,794054,794554,+,501,0,2,1,2,0,0,1,6,1,0,0
TK0913,TS559_Genomic_Sequence.seq,794720,795235,+,516,0,0,0,0,1,0,0,0,2,0,0
TK0914,TS559_Genomic_Sequence.seq,795320,796546,-,1227,2,2,17,28,21,3,1,2,8,0,0
TK0915,TS559_Genomic_Sequence.seq,796562,797308,-,747,0,0,1,12,14,0,1,0,4,0,0
TK0916,TS559_Genomic_Sequence.seq,797492,798544,+,1053,3,0,6,10,20,4,1,1,17,0,1
TK0917,TS559_Genomic_Sequence.seq,798620,798868,+,249,2,0,1,8,10,0,0,0,3,0,0
TK0918,TS559_Genomic_Sequence.seq,798852,799337,+,486,1,0,0,8,9,1,0,0,4,0,0
TK0919,TS559_Genomic_Sequence.seq,799334,799435,-,102,0,0,0,0,0,0,0,0,1,0,0
TK0920,TS559_Genomic_Sequence.seq,799525,799716,-,192,0,0,0,0,0,0,0,0,1,0,0
TK0921,TS559_Genomic_Sequence.seq,799929,801434,+,1506,2,1,3,14,10,3,2,1,4,1,0
TK0922,TS559_Genomic_Sequence.seq,801446,801682,+,237,0,0,0,3,4,0,0,0,3,0,0
TK0923,TS559_Genomic_Sequence.seq,801682,801900,+,219,0,0,0,0,3,1,0,0,2,0,0
TK0924,TS559_Genomic_Sequence.seq,801864,802307,+,444,0,0,0,3,7,2,0,0,2,0,1
TK0925,TS559_Genomic_Sequence.seq,802313,804037,+,1725,0,0,6,18,9,2,1,0,7,0,0
TK0926,TS559_Genomic_Sequence.seq,804032,804190,-,159,0,0,0,0,1,0,0,0,0,0,0
TK0927,TS559_Genomic_Sequence.seq,804275,805078,+,804,0,0,1,3,0,0,1,0,0,0,0
TK0928,TS559_Genomic_Sequence.seq,805034,806419,-,1386,3,2,8,19,13,3,0,4,5,1,0
TK0929,TS559_Genomic_Sequence.seq,806490,807755,+,1266,1,0,3,2,4,1,2,1,2,1,0
TK0930,TS559_Genomic_Sequence.seq,807756,808586,-,831,1,0,3,6,5,0,0,0,5,0,0
TK0931,TS559_Genomic_Sequence.seq,808682,809857,-,1176,0,0,0,0,0,0,1,0,2,0,0
TK0932,TS559_Genomic_Sequence.seq,809857,810267,-,411,0,0,0,0,0,0,0,0,0,0,0
TK0933,TS559_Genomic_Sequence.seq,810401,810616,+,216,0,0,0,3,1,0,0,0,3,0,0
TK0934,TS559_Genomic_Sequence.seq,810627,811361,+,735,1,0,1,2,0,0,0,0,1,0,0
TK0935,TS559_Genomic_Sequence.seq,811645,812658,+,1014,2,1,14,1,20,11,1,1,8,0,0
TK0936,TS559_Genomic_Sequence.seq,812671,813123,+,453,0,0,2,0,2,2,0,1,0,0,0
TK0937,TS559_Genomic_Sequence.seq,813126,815429,+,2304,1,1,4,0,0,6,2,1,2,0,0
TK0938,TS559_Genomic_Sequence.seq,815511,815660,+,150,0,0,2,0,2,2,0,0,2,0,0
TK0939,TS559_Genomic_Sequence.seq,815764,816738,+,975,0,0,2,11,4,0,0,0,4,0,0
TK0940,TS559_Genomic_Sequence.seq,816738,817529,+,792,0,0,0,1,3,0,0,0,1,0,0
TK0941,TS559_Genomic_Sequence.seq,817633,818478,+,846,0,0,1,5,7,4,1,0,4,0,0
TK0942,TS559_Genomic_Sequence.seq,818485,819405,+,921,3,1,3,10,9,6,0,2,10,0,1
TK0943,TS559_Genomic_Sequence.seq,819420,820151,-,732,18,4,44,161,165,11,14,8,60,1,3
TK0944,TS559_Genomic_Sequence.seq,820156,821580,-,1425,18,11,71,241,197,31,38,14,70,3,7
TK0945,TS559_Genomic_Sequence.seq,821820,822524,-,705,0,0,2,0,0,0,0,0,1,0,0
TK0946,TS559_Genomic_Sequence.seq,822609,823031,+,423,0,0,4,10,8,1,1,1,2,0,0
TK0947,TS559_Genomic_Sequence.seq,823025,824206,-,1182,1,0,4,6,11,1,1,2,7,0,0
TK0948,TS559_Genomic_Sequence.seq,824276,825295,-,1020,0,0,1,6,1,2,0,0,2,0,0
TK0949,TS559_Genomic_Sequence.seq,825389,826423,-,1035,0,1,0,1,2,1,0,0,2,0,0
TK0950,TS559_Genomic_Sequence.seq,826445,827896,-,1452,0,0,2,2,4,2,1,1,3,0,1
TK0951,TS559_Genomic_Sequence.seq,827995,828738,-,744,2,1,6,19,15,0,2,2,9,0,0
TK0952,TS559_Genomic_Sequence.seq,828735,829472,-,738,1,0,6,12,12,0,2,3,3,0,0
TK0953,TS559_Genomic_Sequence.seq,829570,831378,+,1809,2,2,8,29,32,5,2,1,7,2,1
TK0954,TS559_Genomic_Sequence.seq,831479,832045,+,567,1,0,2,3,5,0,0,0,1,0,0
TK0955,TS559_Genomic_Sequence.seq,835020,836261,-,1242,10,3,29,57,68,10,14,17,14,0,2
TK0956,TS559_Genomic_Sequence.seq,836345,836611,-,267,0,0,1,0,0,0,0,0,0,0,0
TK0957,TS559_Genomic_Sequence.seq,836657,838639,-,1983,0,1,1,0,3,0,1,2,1,0,0
TK0958,TS559_Genomic_Sequence.seq,838659,838892,-,234,0,0,0,0,0,0,0,0,0,0,0
TK0959,TS559_Genomic_Sequence.seq,839116,839481,+,366,0,0,2,3,2,0,1,0,1,0,0
TK0960,TS559_Genomic_Sequence.seq,839513,840331,+,819,2,0,5,9,3,1,0,1,1,0,0
TK0961,TS559_Genomic_Sequence.seq,840303,841298,+,996,0,0,2,4,1,1,0,0,2,0,0
TK0962,TS559_Genomic_Sequence.seq,841324,841638,+,315,0,0,0,0,1,0,0,0,0,0,0
TK0963,TS559_Genomic_Sequence.seq,841635,842009,+,375,0,0,1,2,0,0,0,0,0,0,0
TK0964,TS559_Genomic_Sequence.seq,841996,843069,-,1074,1,0,4,22,15,3,0,1,14,0,0
TK0965,TS559_Genomic_Sequence.seq,843081,843341,-,261,1,0,2,6,1,1,1,1,2,0,0
TK0966,TS559_Genomic_Sequence.seq,843331,843528,-,198,0,0,1,1,2,0,1,0,2,0,0
TK0967,TS559_Genomic_Sequence.seq,843608,844654,-,1047,0,1,0,7,5,1,1,1,3,0,0
TK0968,TS559_Genomic_Sequence.seq,844745,845398,+,654,1,0,1,1,4,0,0,1,3,0,0
TK0969,TS559_Genomic_Sequence.seq,845478,845738,+,261,0,1,1,0,4,1,3,0,3,0,0
TK0970,TS559_Genomic_Sequence.seq,845784,846914,+,1131,1,0,3,2,4,0,1,0,1,0,0
TK0971,TS559_Genomic_Sequence.seq,846907,848001,+,1095,0,0,0,5,3,0,1,1,3,0,0
TK0972,TS559_Genomic_Sequence.seq,847998,848399,-,402,0,0,0,1,0,0,0,0,0,0,0
TK0973,TS559_Genomic_Sequence.seq,848386,848607,-,222,0,0,0,0,0,0,0,0,0,0,0
TK0974,TS559_Genomic_Sequence.seq,848680,850047,-,1368,0,1,0,1,2,4,5,1,2,0,0
TK0975,TS559_Genomic_Sequence.seq,850145,850336,-,192,0,0,8,23,18,1,4,2,11,0,0
TK0976,TS559_Genomic_Sequence.seq,850357,850587,-,231,0,1,2,6,4,0,2,1,6,0,0
TK0977,TS559_Genomic_Sequence.seq,850749,853046,+,2298,1,0,0,0,1,0,0,0,0,0,0
TK0978,TS559_Genomic_Sequence.seq,853140,854852,+,1713,3,0,6,9,12,0,1,0,6,0,0
TK0979,TS559_Genomic_Sequence.seq,854899,855663,+,765,0,0,2,7,2,0,1,0,1,0,0
TK0980,TS559_Genomic_Sequence.seq,855648,856163,-,516,0,0,1,3,0,0,0,0,1,0,0
TK0981,TS559_Genomic_Sequence.seq,856243,857238,+,996,0,0,2,1,1,1,0,0,3,0,0
TK0982,TS559_Genomic_Sequence.seq,857640,857945,+,306,0,1,3,10,13,1,0,1,13,0,0
TK0983,TS559_Genomic_Sequence.seq,858215,859351,+,1137,0,0,0,0,0,0,0,0,0,0,0
TK0984,TS559_Genomic_Sequence.seq,859415,860062,-,648,1,1,2,13,10,0,0,1,9,0,0
TK0985,TS559_Genomic_Sequence.seq,860144,861556,-,1413,1,2,3,17,9,3,0,0,10,0,0
TK0986,TS559_Genomic_Sequence.seq,861740,863032,-,1293,0,1,1,4,3,0,1,4,3,0,0
TK0987,TS559_Genomic_Sequence.seq,863132,863830,-,699,0,0,0,1,1,0,0,0,1,1,0
TK0988,TS559_Genomic_Sequence.seq,863902,864465,+,564,0,0,0,0,0,0,0,0,0,0,0
TK0989,TS559_Genomic_Sequence.seq,864500,865345,+,846,0,0,1,4,11,1,0,0,3,1,1
TK0990,TS559_Genomic_Sequence.seq,865536,867323,+,1788,0,1,2,7,0,2,2,0,33,0,0
TK0991,TS559_Genomic_Sequence.seq,867493,869232,+,1740,4,0,8,7,14,6,2,0,12,0,1
TK0992,TS559_Genomic_Sequence.seq,869273,869557,+,285,0,1,3,1,0,0,0,0,0,0,0
TK0993,TS559_Genomic_Sequence.seq,869569,869850,+,282,0,0,0,0,0,0,0,0,0,0,0
TK0994,TS559_Genomic_Sequence.seq,869861,870856,+,996,0,0,1,1,5,1,0,0,2,0,0
TK0995,TS559_Genomic_Sequence.seq,870846,871130,+,285,1,0,0,0,0,0,0,0,1,0,0
TK0996,TS559_Genomic_Sequence.seq,871132,871785,+,654,0,0,0,0,1,1,0,1,0,0,0
TK0997,TS559_Genomic_Sequence.seq,871852,872127,+,276,0,0,0,0,1,0,1,0,0,0,0
TK0998,TS559_Genomic_Sequence.seq,872124,872531,+,408,0,0,0,0,1,0,0,0,1,0,0
TK0999,TS559_Genomic_Sequence.seq,872534,873316,+,783,0,0,0,0,3,0,1,0,5,0,0
TK1000,TS559_Genomic_Sequence.seq,873717,873950,+,234,0,0,0,0,0,0,0,0,0,0,0
TK1001,TS559_Genomic_Sequence.seq,874032,874850,+,819,0,0,1,1,0,0,1,0,1,0,0
TK1002,TS559_Genomic_Sequence.seq,874847,875866,-,1020,0,3,6,73,14,2,13,3,19,0,0
TK1003,TS559_Genomic_Sequence.seq,875976,876245,+,270,0,0,3,2,2,0,0,0,0,0,0
TK1004,TS559_Genomic_Sequence.seq,876281,877207,+,927,3,0,4,5,9,3,1,0,8,0,0
TK1005,TS559_Genomic_Sequence.seq,877219,877659,-,441,2,0,0,5,5,0,0,3,8,0,0
TK1006,TS559_Genomic_Sequence.seq,877977,878192,+,216,0,0,1,1,5,1,1,1,0,0,0
TK1007,TS559_Genomic_Sequence.seq,878221,879510,+,1290,0,0,3,2,6,1,1,0,1,0,0
TK1008,TS559_Genomic_Sequence.seq,879525,880661,+,1137,0,0,1,0,1,0,0,0,2,0,0
TK1009,TS559_Genomic_Sequence.seq,880760,883246,+,2487,0,0,0,0,0,0,0,0,0,0,0
TK1010,TS559_Genomic_Sequence.seq,883275,884678,+,1404,0,0,0,0,0,0,0,0,0,0,0
TK1011,TS559_Genomic_Sequence.seq,884701,885537,-,837,0,0,0,0,0,0,0,0,0,0,0
TK1012,TS559_Genomic_Sequence.seq,885574,886185,-,612,0,0,0,0,0,1,0,0,0,0,0
TK1013,TS559_Genomic_Sequence.seq,886291,886494,+,204,0,0,0,3,2,0,0,0,2,0,0
TK1014,TS559_Genomic_Sequence.seq,886478,886927,+,450,0,0,0,4,3,0,0,0,3,0,0
TK1015,TS559_Genomic_Sequence.seq,886931,889708,+,2778,2,0,2,3,3,2,1,0,6,0,0
TK1016,TS559_Genomic_Sequence.seq,889980,890405,+,426,4,0,2,5,9,1,1,2,7,0,0
TK1017,TS559_Genomic_Sequence.seq,890447,894016,+,3570,4,3,27,71,79,35,9,13,100,3,7
TK1018,TS559_Genomic_Sequence.seq,894020,894685,+,666,0,0,9,37,33,9,7,1,21,0,1
TK1019,TS559_Genomic_Sequence.seq,894682,895104,-,423,1,0,0,0,1,1,0,0,0,0,0
TK1020,TS559_Genomic_Sequence.seq,895226,895630,+,405,1,0,0,0,1,0,0,0,1,0,0
TK1021,TS559_Genomic_Sequence.seq,895633,898047,+,2415,1,1,0,7,8,1,1,0,5,0,1
TK1022,TS559_Genomic_Sequence.seq,898163,899002,-,840,1,0,2,3,1,1,0,0,2,0,0
TK1023,TS559_Genomic_Sequence.seq,899153,899392,+,240,0,0,1,1,3,0,0,1,4,0,0
TK1024,TS559_Genomic_Sequence.seq,899418,900710,-,1293,0,0,1,2,7,4,0,2,11,0,1
TK1025,TS559_Genomic_Sequence.seq,900703,901581,-,879,0,0,0,0,5,5,0,0,5,0,0
TK1026,TS559_Genomic_Sequence.seq,901707,902465,-,759,0,0,2,2,2,1,0,1,1,0,0
TK1027,TS559_Genomic_Sequence.seq,902468,902950,-,483,0,0,0,0,0,0,0,0,0,0,0
TK1028,TS559_Genomic_Sequence.seq,902919,903122,-,204,0,0,1,0,0,1,0,0,1,0,0
TK1029,TS559_Genomic_Sequence.seq,903134,903562,-,429,0,0,1,1,4,0,0,0,1,0,0
TK1030,TS559_Genomic_Sequence.seq,903626,904033,+,408,0,0,1,5,1,0,0,0,3,0,0
TK1031,TS559_Genomic_Sequence.seq,904121,905905,+,1785,1,0,3,12,9,2,2,2,7,0,0
TK1032,TS559_Genomic_Sequence.seq,905989,906981,+,993,0,0,1,2,7,0,1,1,1,0,0
TK1033,TS559_Genomic_Sequence.seq,906982,907380,-,399,0,0,0,0,3,0,0,0,1,0,0
TK1034,TS559_Genomic_Sequence.seq,907377,908267,-,891,1,0,0,1,1,0,1,0,1,0,0
TK1035,TS559_Genomic_Sequence.seq,908320,909123,+,804,0,1,2,4,5,1,1,0,2,0,0
TK1036,TS559_Genomic_Sequence.seq,909113,909523,+,411,0,0,0,5,1,0,0,0,2,0,0
TK1037,TS559_Genomic_Sequence.seq,909523,911031,+,1509,0,0,4,6,6,0,0,2,4,0,0
TK1038,TS559_Genomic_Sequence.seq,911028,911900,-,873,0,0,3,5,3,1,1,1,1,0,0
TK1039,TS559_Genomic_Sequence.seq,911897,913195,-,1299,0,0,1,3,4,0,0,1,4,0,0
TK1040,TS559_Genomic_Sequence.seq,913321,913500,+,180,2,1,11,2,4,1,2,0,4,0,0
TK1041,TS559_Genomic_Sequence.seq,913718,914128,+,411,0,1,0,1,0,0,0,0,1,0,0
TK1042,TS559_Genomic_Sequence.seq,914128,915435,+,1308,0,0,1,1,3,0,1,0,2,0,0
TK1043,TS559_Genomic_Sequence.seq,915611,916264,+,654,0,1,0,0,1,0,1,1,0,0,0
TK1044,TS559_Genomic_Sequence.seq,916355,917617,+,1263,0,0,3,4,1,1,1,0,1,0,0
TK1045,TS559_Genomic_Sequence.seq,917610,918125,-,516,0,0,0,1,3,0,0,0,1,0,0
TK1046,TS559_Genomic_Sequence.seq,918259,922218,+,3960,2,2,5,8,18,5,1,4,9,1,1
TK1047,TS559_Genomic_Sequence.seq,922233,923060,-,828,0,0,0,1,5,1,0,0,0,0,0
TK1048,TS559_Genomic_Sequence.seq,923070,923768,-,699,3,3,9,4,14,2,1,1,3,0,0
TK1049,TS559_Genomic_Sequence.seq,923973,926198,+,2226,1,0,1,9,6,4,1,1,16,1,0
TK1050,TS559_Genomic_Sequence.seq,926203,927165,-,963,0,0,1,1,6,0,0,0,6,0,1
TK1051,TS559_Genomic_Sequence.seq,927211,928263,-,1053,0,0,1,1,8,6,0,2,29,0,0
TK1052,TS559_Genomic_Sequence.seq,928378,928659,-,282,0,0,0,0,1,1,1,0,0,0,0
TK1053,TS559_Genomic_Sequence.seq,928695,929426,-,732,0,0,0,1,1,0,0,0,2,0,0
TK1054,TS559_Genomic_Sequence.seq,929434,929967,-,534,0,0,0,1,0,0,1,1,1,0,0
TK1055,TS559_Genomic_Sequence.seq,930066,930530,+,465,0,0,3,1,3,0,0,0,0,0,0
TK1056,TS559_Genomic_Sequence.seq,930548,931024,+,477,3,2,10,28,25,1,1,0,9,0,0
TK1057,TS559_Genomic_Sequence.seq,931026,931274,-,249,2,1,2,2,7,1,1,0,8,0,0
TK1058,TS559_Genomic_Sequence.seq,931220,931405,-,186,0,0,1,1,4,0,1,0,4,0,0
TK1059,TS559_Genomic_Sequence.seq,931489,932040,+,552,1,0,0,0,3,0,1,1,2,0,0
TK1060,TS559_Genomic_Sequence.seq,932082,932384,+,303,0,0,1,4,5,0,0,0,2,0,0
TK1061,TS559_Genomic_Sequence.seq,932550,932858,+,309,0,1,1,1,3,0,0,0,0,0,0
TK1062,TS559_Genomic_Sequence.seq,932873,933346,-,474,0,0,2,4,3,0,0,0,0,0,0
TK1063,TS559_Genomic_Sequence.seq,933521,934333,+,813,0,0,6,9,10,0,3,0,7,0,0
TK1064,TS559_Genomic_Sequence.seq,934467,935618,-,1152,0,0,0,0,2,0,0,0,3,0,0
TK1065,TS559_Genomic_Sequence.seq,935620,935868,-,249,0,0,0,0,0,0,0,0,0,0,0
TK1066,TS559_Genomic_Sequence.seq,935941,937758,-,1818,2,0,0,0,1,0,0,0,0,0,0
TK1067,TS559_Genomic_Sequence.seq,937908,939146,+,1239,0,0,1,1,2,0,0,1,1,0,0
TK1068,TS559_Genomic_Sequence.seq,939220,939423,+,204,0,0,1,0,1,0,0,0,1,0,0
TK1069,TS559_Genomic_Sequence.seq,939420,939764,+,345,0,0,1,0,0,0,0,0,0,0,0
TK1070,TS559_Genomic_Sequence.seq,939757,939891,+,135,0,0,0,0,2,0,0,0,0,0,0
TK1071,TS559_Genomic_Sequence.seq,939888,941009,+,1122,0,0,0,0,2,0,0,0,1,0,0
TK1072,TS559_Genomic_Sequence.seq,941179,941592,+,414,0,0,0,0,0,0,0,0,0,0,0
TK1073,TS559_Genomic_Sequence.seq,941567,941872,+,306,0,0,1,0,1,0,0,0,2,0,0
TK1074,TS559_Genomic_Sequence.seq,941869,942261,-,393,0,1,1,15,16,0,0,3,6,0,0
TK1075,TS559_Genomic_Sequence.seq,942312,942500,-,189,3,3,2,6,12,0,0,0,4,0,0
TK1076,TS559_Genomic_Sequence.seq,942488,942733,-,246,2,3,2,3,4,0,0,0,1,0,0
TK1077,TS559_Genomic_Sequence.seq,942844,943491,-,648,3,3,10,17,30,5,7,1,13,1,1
TK1078,TS559_Genomic_Sequence.seq,943497,943940,-,444,5,3,6,50,39,9,7,2,25,0,1
TK1079,TS559_Genomic_Sequence.seq,943951,944388,-,438,0,2,3,18,19,5,3,5,10,1,0
TK1080,TS559_Genomic_Sequence.seq,944388,944696,-,309,0,0,2,8,10,1,3,1,13,0,0
TK1081,TS559_Genomic_Sequence.seq,944710,945885,-,1176,5,1,11,26,22,5,4,2,12,1,1
TK1082,TS559_Genomic_Sequence.seq,945887,948607,-,2721,4,4,6,30,34,7,10,5,47,2,4
TK1083,TS559_Genomic_Sequence.seq,948613,951984,-,3372,2,7,16,26,16,13,11,10,42,1,1
TK1084,TS559_Genomic_Sequence.seq,952002,952250,-,249,0,0,0,2,0,0,0,0,0,0,0
TK1085,TS559_Genomic_Sequence.seq,952449,953129,-,681,5,2,5,25,14,4,11,4,5,0,0
TK1086,TS559_Genomic_Sequence.seq,953264,953974,+,711,0,0,3,7,6,0,0,0,1,0,0
TK1087,TS559_Genomic_Sequence.seq,953958,954161,+,204,0,0,1,2,4,0,0,0,2,0,0
TK1088,TS559_Genomic_Sequence.seq,954158,955345,+,1188,1,1,4,8,14,1,4,3,11,0,0
TK1089,TS559_Genomic_Sequence.seq,955329,956132,-,804,0,0,5,5,6,0,1,0,2,0,0
TK1090,TS559_Genomic_Sequence.seq,956224,956592,+,369,0,0,1,3,0,0,1,0,1,0,0
TK1091,TS559_Genomic_Sequence.seq,956594,960283,-,3690,0,0,3,13,6,2,1,1,10,0,0
TK1092,TS559_Genomic_Sequence.seq,960367,961278,+,912,1,0,7,15,13,1,4,2,9,0,0
TK1093,TS559_Genomic_Sequence.seq,961326,961529,+,204,0,0,1,4,3,1,0,1,0,0,0
TK1094,TS559_Genomic_Sequence.seq,961547,962746,-,1200,2,1,4,7,8,2,3,2,7,0,3
TK1095,TS559_Genomic_Sequence.seq,962964,963203,+,240,0,0,0,0,0,0,0,0,1,0,0
TK1096,TS559_Genomic_Sequence.seq,963200,963781,+,582,1,0,0,1,0,1,0,0,2,0,0
TK1097,TS559_Genomic_Sequence.seq,963785,964384,-,600,1,0,0,2,0,0,0,0,2,0,0
